time_s,L Aud,R Aud,Striate,L DMN,Med DMN,Front DMN,R DMN,Occ post,Motor,R DLPFC,R Front pol,R Par,R Post Temp,Basal,L Par,L DLPFC,L Front pol,L IPS,R IPS,L LOC,Vis,R LOC,D ACC,V ACC,R A Ins,L STS,R STS,L TPJ,Broca,Sup Front S,R TPJ,R Pars Op,Cereb,Dors PCC,L Ins,Cing,R Ins,L Ant IPS,R Ant IPS
106.0,0.28459695,-0.6471543,0.09563374,0.09215676,0.45056507,0.46706274,0.47773367,0.43565136,-2.1909165,-0.731914,1.5038526,-0.43052378,0.19959435,0.06775967,-0.747988,-0.55848897,0.020037862,-1.1227479,-0.16033173,0.28706598,-1.1902467,-0.044477053,-0.5347981,0.6267708,-0.2620728,-0.73120505,0.10884541,-0.31419757,-0.61468476,0.91646993,-1.1448358,-0.049287435,-0.07704122,1.2756697,0.6432302,0.3986323,0.6838451,-0.13574311,-2.053898
108.0,0.5526038,0.05997907,1.1535287,-1.0869077,-1.3171694,-0.9529467,-0.64211786,0.98226553,-1.8289877,-2.4864783,-1.5469412,-1.1915346,-1.9424659,0.15060769,-1.1667358,-3.0776427,-1.5403231,-1.8551092,-1.420158,0.26698193,-0.65043443,0.28700393,-0.7544285,0.6597574,-0.3270206,0.9576642,2.2660165,-2.2000592,-0.5250481,0.9926044,0.008640121,-1.2620243,0.86780536,-0.7777716,1.8874756,2.9197834,1.7906711,0.48742187,-0.17936032
110.0,0.17470734,0.24007106,2.148853,-0.3777664,-0.82206064,0.24075043,-0.6757425,0.20359541,-0.011357013,-0.82715964,-0.41457117,-0.8339895,-1.2769681,-1.0473523,-0.81322426,-1.4877199,-1.0473162,0.16465078,-1.0550412,0.25176904,0.2671662,0.14443322,-0.14187276,0.35486013,0.10691298,1.1778225,1.7881551,-0.4980753,-0.18589102,0.2262983,-0.023395007,-0.20615265,1.450367,-0.67136645,0.32409856,2.035348,1.3393711,1.2719443,0.70764476
112.0,-1.4551064,-1.701085,-0.3415056,-0.021783093,-0.7091672,0.08126353,-0.085322134,-0.15441372,-0.72863173,-1.1714658,-0.20038246,-1.4642019,-0.95355874,-1.9714637,-0.54259294,-0.44993272,-1.1200725,0.054981586,-0.6864446,-0.7570442,-0.7624811,-0.345155,-1.0615901,-1.562656,-1.3270862,-0.32621598,-0.002319417,-0.62279534,-0.14929758,-0.38501847,-0.88221306,-0.659554,-0.0905336,-1.255037,-0.93948334,-1.2298613,-0.7714058,-0.13640635,-0.09220974
114.0,0.5439263,-0.7555889,0.98665255,0.37575248,0.700652,1.2042153,0.33877358,0.43298042,0.57045823,0.31083432,1.3926778,0.07404269,0.29436088,-0.027692499,1.1990701,0.25444186,0.49614114,0.59948045,0.3301789,0.59944016,0.22419788,0.121363424,-0.058142975,-0.42505592,-1.1798522,0.5649234,-0.39601934,1.1612585,1.0978324,0.19562618,0.31645867,0.31978837,0.36768496,0.24609905,0.9690077,-1.0439748,-0.0508999,0.4125076,-0.17672807
116.0,-0.6664639,-1.0312902,-0.3085815,1.1396043,0.26447326,0.04702411,0.3771799,0.5662209,-1.5137165,-0.21557821,0.7477889,-0.27466977,1.0258068,-1.0424064,-0.2511913,-0.3600702,-0.8763649,-0.08518337,-0.15962622,-0.29197517,-0.3658437,-0.28762373,-0.5956675,-0.88568324,-1.2479372,-0.8835642,-1.0825812,0.05456401,0.67491394,0.07775005,-1.4135242,0.14612302,-0.6450022,-0.79342926,-1.0510223,-0.8476221,-0.8855011,-1.0709426,-1.6432613
118.0,-0.5716843,-0.13906325,1.2290167,1.489111,1.2945654,1.3591588,2.2128322,-0.06855153,1.3048106,0.57998514,0.5842906,-0.10291129,0.96074784,1.1566999,0.8022601,1.8126472,-0.18548639,1.1291816,0.6089735,0.028946653,0.06550863,0.5415497,-0.24932408,-0.5450727,-1.314662,1.5471511,1.2803259,2.680026,1.4478327,1.0122694,1.45883,0.27601486,0.59897816,1.0232614,0.12312103,-0.110039726,0.24022436,0.054093964,0.2662131
120.0,1.1367155,0.1689426,0.4642013,-0.5279913,-1.0713611,1.0290781,0.28731906,0.9103655,-0.77642095,-1.0803678,0.3662998,-0.3461251,-0.066767134,1.1800988,0.02452529,-0.5203354,-0.9391278,0.17324454,-0.24651359,0.42288935,-0.19186534,0.14905806,-0.1274551,0.22590783,-0.8065537,2.133283,1.5731653,1.712054,3.418976,0.19134803,1.6084297,0.9090915,-0.04457097,-0.33170256,1.1976258,0.49104297,0.8209588,1.2047123,0.75207716
122.0,1.1252059,0.31010303,0.47921237,-0.7247717,-1.0342118,0.6315896,-0.37341315,0.21630526,0.723592,-0.39819515,0.0036491319,-0.578172,0.027529852,1.298926,-0.11056622,-0.16858801,-0.3950305,0.24171925,-0.42923877,0.06611777,-0.51746315,-0.11641865,-0.06994288,0.72828907,-0.2872162,0.52477795,1.4297808,-0.2396679,1.5970018,0.5637906,0.68380076,0.7893698,1.1570214,-0.84624803,-0.29303792,0.7028978,0.24589382,0.95367485,1.3251413
124.0,2.0363064,1.1362796,0.55396575,-0.1764224,-0.32535684,0.56883377,-0.0025975811,0.41158873,0.5852661,0.4285634,0.41001937,0.07242664,-0.78702927,0.87449753,0.47144142,0.62337226,-0.28982958,0.02177344,-0.6061052,0.29141414,1.0395641,0.33489117,-0.5379444,-0.916922,-0.62459373,-0.9777966,-0.8425126,0.22462657,1.0562675,-1.3081537,0.100367814,-0.99910146,0.48959723,-0.8505665,-1.3470489,-0.40011796,-1.5280588,1.7726288,1.0559378
126.0,0.17881303,-0.42166814,0.03514154,0.9179171,0.3792226,1.2059826,0.33685085,0.6183876,0.41301227,0.98301905,0.89810705,0.5734478,1.0847355,-0.40807945,0.97905916,1.6627253,1.2432299,0.5320214,-0.7443553,-0.3040984,0.00071152084,-0.22110575,-0.4544577,-0.74175763,-0.16228785,-0.63064647,-1.2811365,0.57780474,-0.077408925,0.69028354,-1.4051126,-0.34230337,0.057884995,-0.34474838,0.25408766,-1.4844575,-1.2985942,-0.07876767,-0.7061573
128.0,0.30145884,-0.17765759,-0.39435914,1.4572182,1.4920678,0.09039899,1.1225253,1.476933,-0.2082355,1.0823369,1.195348,0.25951087,-0.25593415,-0.8480704,0.15456569,0.9233375,1.1219524,0.121711686,0.09765558,0.87457615,1.8734142,0.8851036,-0.0067853197,-1.320766,-0.91197574,1.0317519,-0.76314485,1.2582992,-0.21173105,0.18822527,-0.2626025,-0.05763566,-0.23266979,1.7125125,0.5584309,-0.30572197,-0.31558913,0.21562307,-0.766667
130.0,1.1820205,0.3400486,-0.74108666,2.0924208,1.8035932,-0.8904751,1.8407341,1.3877472,-1.3586863,0.94209087,0.026701612,0.01883143,-0.980105,-0.4921521,-0.19896811,0.30278745,-0.110920385,0.8670096,1.1848607,1.2404252,1.5151012,1.1170148,0.5308988,0.335763,-0.055223376,1.2879845,0.3817823,1.8247886,1.0470592,1.1579543,0.59472185,1.1535668,1.2380711,2.7176995,0.42173037,1.0188363,0.13547496,-0.015634254,-0.610366
132.0,1.3110964,0.95622003,-0.82633156,0.9674302,1.5095776,0.092416875,1.230678,0.82098293,0.536637,0.07603437,-0.066311166,-0.053880025,-0.29158482,-0.10167984,1.4402013,0.45588222,1.0434577,-0.6538511,0.3541386,1.2250766,0.0147576695,1.4110633,1.1540889,1.116201,0.19577894,1.2874408,1.4580371,1.0599777,0.11892914,-0.7128635,1.3412311,-0.0799792,3.4726405,1.174484,1.331414,1.1755767,0.98385787,0.75964504,-0.10920717
134.0,-0.50622696,-0.65025955,-1.4803874,-0.07259634,0.19968064,1.0060393,-1.350281,-0.24124096,-0.978549,0.13626987,0.5541352,1.0203395,-0.7842883,-0.6558004,2.2477803,0.9708209,1.3678877,-2.7047403,-1.7450098,0.47510603,-0.3946799,-0.07806984,1.4938315,1.7360148,-0.13203427,-1.5225885,-1.3652995,0.21930115,0.5845466,0.34751722,0.49545184,-0.6860554,0.037005287,-0.5945256,1.245904,-2.2955575,-0.027521264,-1.2092173,-1.5079246
136.0,-2.0905166,-1.8104769,-0.29539293,-0.38796303,-0.45073795,2.0175545,-1.0077739,0.018423626,-0.043384064,0.105726734,0.7226671,0.3760168,-0.24918725,-0.9008403,0.6317278,0.6481277,1.7045486,-1.3329298,-1.1996986,-0.19833559,-0.56072223,-0.13600439,1.1057532,-0.11537541,0.023337737,-1.9389594,-2.5906947,-0.050265037,-0.49800584,0.1786625,-0.47455725,-0.47877374,0.60186607,-0.49247235,-0.2030676,-1.8905061,0.207424,-1.9686352,-2.1200397
138.0,-0.16945626,-0.90186816,-0.28495854,-0.15494235,-0.26489177,-0.9657589,-0.03900443,-0.22881675,0.6080269,-0.38358888,0.4983807,-0.557096,-0.025935698,-0.7384345,-0.7018725,0.06519262,0.6759951,0.16142105,-0.30692062,0.20443968,0.22461748,-0.12362491,-0.28790691,-2.4032722,-0.9091522,-0.49266243,-1.4067208,-0.1237268,-0.628197,-1.0799024,0.2557799,-0.63729054,-0.5631954,0.16983983,-0.6204226,-0.31070107,-1.4257146,0.020188805,-1.3558122
140.0,-1.2467746,-1.6657687,0.16951342,-0.82201356,-1.2825594,-1.152575,-0.5391219,-1.1681345,-1.6230774,-1.4570748,-0.3051551,-1.3060381,0.022364689,-0.3646756,-2.3999748,-2.1393418,-1.1930355,-0.074927725,-0.6392542,-0.5318412,-1.4224248,-0.76346594,-2.1064994,-1.8679036,-1.0647514,-1.1041521,-0.53020525,-1.1002167,-1.124863,0.07015057,0.13819005,-0.6397299,-0.3019155,-0.08515637,-0.4370525,0.29459548,-0.91994745,-0.23205544,-1.8702377
142.0,-0.39071685,0.21977724,-0.26091868,-1.8510097,-1.5645643,-2.2409708,0.03537562,-1.1374187,-1.2555635,-1.883009,-1.3379334,-2.3507168,-1.2488875,1.0807258,-3.1517117,-3.2547414,-2.2403889,1.542415,0.87017477,0.8842145,0.6562888,0.09077535,-2.0645409,-1.6390717,-1.4590417,0.5660708,0.09121023,-0.8667449,-0.08843211,-2.091043,0.65748966,-1.1141417,2.2263381,-0.9519122,-0.39113894,2.0209377,-0.42838788,1.6328949,0.42000762
144.0,-0.8259188,-0.6829076,-0.73081905,-2.8236718,-2.6256735,-2.8665586,-1.7962503,-1.0055951,-0.7285978,-2.626274,-1.7686716,-2.2938466,-1.4858654,0.5239484,-1.8094301,-2.883026,-2.0880175,0.8872701,0.686604,0.47717336,-0.45881414,-0.098677486,-1.0999359,-0.48083004,-0.82165843,0.93422765,1.3364373,-1.6122987,0.1581424,-0.7149723,-0.07788459,-0.5032086,0.70201325,-0.9025306,0.7708912,1.9134059,0.4719081,2.08708,1.2987175
146.0,-0.39688018,-0.8001716,-0.47178692,-2.0388622,-1.82578,-1.6694043,-1.8740875,-1.0167212,-0.4489334,-1.4797462,-1.5678375,-1.3398867,-1.8256162,-1.3484852,-0.825709,-2.0382094,-1.6723135,0.903623,0.93928605,0.72932875,0.22082172,-0.37656134,0.33442086,0.49065217,-0.43770877,0.67490214,0.7863951,-1.0830756,-0.4211218,-1.446463,-0.62242186,-0.32236704,1.2411591,-0.84410733,0.43107292,0.13886341,0.89003724,1.8621347,1.6236894
148.0,0.26767427,0.43149605,-0.26045248,-0.8726064,-1.5864135,-0.36939898,-1.8387685,-0.636011,1.3284934,-0.54532045,-1.3475239,-0.04799362,-0.64670944,-0.9634315,0.2177239,-0.7305958,-1.3170159,1.1072795,0.53378826,0.29837328,0.55885506,0.24368243,0.210575,0.7757598,-0.22249821,-0.11902478,0.20437129,-1.09231,-0.8460413,-0.9370984,-0.8591108,0.56501955,0.72602046,-0.69821686,0.19702892,-1.0782549,-0.19788527,1.7912701,1.982368
150.0,0.020490691,0.41181064,1.0525315,-0.55755454,-0.70119727,0.32774812,-0.80912864,-0.05961138,0.402979,0.101917654,-0.36448392,0.56484115,0.051073577,-0.6856648,0.6895949,-1.3847485,-0.7294717,0.21426699,-0.040902805,0.80140865,0.3422833,0.8021288,-0.56504315,-0.6501118,-0.2053588,0.078806646,0.17342524,0.033360343,-1.1222074,-1.2189881,-0.4227234,-0.69812363,0.9359566,-0.26247022,-0.38856286,-0.66826296,-0.3274275,2.2357137,2.8529232
152.0,0.28676608,0.31341895,1.1107764,0.13243628,0.1588922,-0.30445188,0.20922287,0.026592126,-0.46825892,0.09345919,-0.5436485,1.1568925,-0.46655232,-0.2671495,-0.16434267,-0.9027147,-0.8295157,-1.0973693,-1.6886086,0.13576418,0.60981196,0.44049522,-0.96713406,-1.0442535,-0.39991075,0.2523938,0.337079,0.16351897,-1.4386985,-0.43781954,-0.33583164,0.3864613,0.9337763,0.9804097,0.33175027,1.0930847,0.4423419,1.7567426,2.2744324
154.0,0.03988663,-0.21286787,0.77359897,-0.18652514,0.23916154,-1.0201209,0.98056924,0.52230823,-0.29850617,0.041027643,-0.061830964,0.26499757,0.47332072,0.018745083,-0.7969072,-1.769878,-0.96779525,-2.0176847,-1.0651728,-0.6274668,0.24480638,0.6781784,-1.4401735,-0.55300367,-0.14004159,1.4111341,1.3071975,-1.1990926,-1.7795615,-0.98513657,0.4196716,0.7567903,0.73428625,1.0669764,0.029506242,2.0276828,0.7056065,-0.103222765,1.4393492
156.0,1.1353478,1.8469067,-0.15139763,-0.73488754,0.6277624,-0.3592533,0.43576458,0.78739816,-0.003444691,1.0861837,0.72812766,1.3114452,-0.056441057,0.7794835,-0.5791801,-1.429027,-0.5331223,-2.491819,-0.6478283,-1.6441021,-0.41647422,-0.1712825,0.15123646,1.5524782,1.1870102,0.7343659,0.99242604,-1.6231138,-0.6381964,-0.57237035,0.8801752,0.88976413,0.64382863,0.88911206,1.5579032,1.0121572,2.3953288,-2.2769375,0.25914368
158.0,-0.46010858,0.5914453,-1.409066,-1.0538973,-0.16735668,-1.5559518,0.19329067,0.50059736,0.31222704,0.6725131,0.37441832,-0.55360997,-0.9975664,0.15100731,-2.1114838,-0.9788363,-1.0872338,-0.19984214,0.46874136,-0.31926483,0.1912015,0.48488426,-1.579565,-0.3028856,0.6218485,-0.78858,0.19940814,-0.99852645,0.36818707,-0.12641409,1.0516309,0.564439,0.32524437,-1.2422404,-0.4748307,0.06042391,1.0464132,-1.3503968,-0.27098903
160.0,-1.016967,-0.4152707,-0.34414557,-0.2874931,0.11781868,0.09642465,0.5531412,0.4770914,1.860671,0.1602844,0.64903736,-1.343602,0.16873096,-0.863501,-1.2759103,-0.20489773,-1.1744742,1.3471781,1.569681,-0.2127332,0.492553,0.8248092,-0.7703509,-1.4388801,-0.39950898,-0.8713842,-0.33446968,-0.6142588,0.57536334,-0.681307,-0.01872845,0.8986661,0.3024758,-0.503205,-1.7975229,-1.1726794,-1.1141568,-1.1738342,-0.73654586
162.0,-1.4009821,0.10255009,-0.5681914,-0.20754841,-0.062428504,-0.1284618,0.23718217,0.03522451,0.6675285,-1.3815745,-0.3465282,-1.7114798,-0.052147843,-2.6233573,-0.8503419,-0.25396517,-1.2797462,1.24944,1.4138101,-0.08262155,0.5484994,0.57361364,-1.780283,-0.7882047,-1.4253327,-0.4729965,-0.79714817,-1.4732192,0.06668561,-0.8979763,-0.5312883,0.387891,0.2869301,-0.93728375,-0.8999836,-0.5440718,-1.6932918,-0.33415487,-1.239911
164.0,-0.35058105,0.33658788,-0.77932715,0.091427684,0.6849089,0.41480255,0.057106886,-0.5241322,-0.24291192,-1.1379051,-0.71133083,-0.82907885,-1.438127,-1.8437693,0.018245637,0.036908485,-0.5024403,0.73076206,1.3520114,-0.23248646,0.6500758,0.13848387,-0.1303458,-0.028809046,-0.76041317,-0.20287861,-0.2902949,-0.19884123,1.4844543,-0.31477547,-0.06377627,0.04899657,0.39033797,0.00610106,-0.46035674,-0.76433563,-0.46173257,0.26836854,-0.99046457
166.0,-0.4938075,-0.044114154,-0.14671597,0.5588326,0.6902067,-0.7964319,0.14037116,-0.89230835,-0.4799647,-1.8089088,-1.5922487,-1.6442647,-0.77115273,-1.7898133,-0.83233684,-0.28182384,-1.053907,1.8215985,1.0867406,0.3538934,0.4783395,0.40920618,-0.24468397,-0.6063529,-1.2817881,0.5286533,0.61520404,0.50259763,0.34102148,-0.7902643,0.5225935,-1.1329572,0.4641739,-0.98308706,-0.8185275,0.45066217,-0.73470587,-0.4612999,-0.32904792
168.0,0.5543241,1.0097278,-0.64961064,0.912909,0.8489038,-0.8650748,0.5946371,-0.12265929,-0.71101815,-0.58808815,-1.34085,-1.2400794,-0.49536178,-0.88727987,-0.38890016,0.6835689,0.07487474,1.8317186,1.5089722,0.7952941,0.1725517,0.73170507,-0.61833483,-0.28322664,-0.46079186,0.27967125,0.2150023,0.028593924,0.066433646,-1.2301794,0.15588537,-0.17826688,-0.06996283,-0.4724002,-0.6676639,-0.020823399,-0.34788567,0.38495582,0.29808027
170.0,-0.6445268,-0.81027275,0.07382297,1.0203692,0.32463357,0.16191418,0.5137081,-0.56265676,-0.34530193,-0.9079167,-1.1381757,-0.6398711,-0.155744,0.6300391,0.29106763,0.9384843,0.30417773,0.5668405,0.22471595,-0.54332995,-0.5149814,-0.010889445,-0.69240284,-0.51501083,-0.5630764,-0.23199666,-0.098289736,0.24163084,-0.8346018,-0.17976643,-0.3334911,-0.6842972,-0.51992446,-0.7738746,-0.09051898,-0.5845397,-0.55776024,-0.53554595,-0.3192846
172.0,-1.6895612,-1.1577979,-0.03176101,0.1947425,-0.10770639,0.39442623,-0.12083283,0.057551768,-1.3599097,0.90506345,0.35463408,0.38801584,0.076917194,0.13379921,1.1205156,1.2671353,1.003932,0.8313595,-0.46284962,0.7951159,0.903791,0.6824755,-0.13746314,-1.1631669,-0.52453965,-0.17598261,-1.3301073,1.6100676,1.4485316,0.6263612,1.1496145,0.4996927,-0.16380213,0.6757888,0.7471586,-1.0786971,-0.20511101,0.50137466,-0.3850439
174.0,-1.0149646,-0.08987839,0.5868042,0.42223343,-1.075095,0.53138715,-0.49462828,-0.20710362,-2.1167436,-0.52058715,0.047286514,0.5119308,0.042510033,0.68115526,1.8591263,0.8255824,0.568878,-0.838626,-0.8236912,-0.16609965,-0.18951185,-0.22889943,-1.0206325,-0.5727946,-0.84315985,-0.21263278,-0.50868416,0.82184875,1.5290886,-0.8642163,0.5272778,-0.058571953,-0.8331014,-1.3887979,-0.18316847,-0.5293086,0.21464244,-1.745164,-2.088349
176.0,-0.8408391,-0.5971584,-0.43306968,0.4017326,-0.23039281,1.0722135,0.87535703,0.3247501,-0.33992043,1.6303885,1.3900801,0.61803836,-0.3440668,-0.9609812,1.0767934,1.6008182,1.0629212,-0.25387022,0.15811211,1.0695287,0.9518357,0.225773,0.010258299,-0.71048576,0.025294578,0.50433457,-0.15345548,1.4637828,1.1027985,-0.32154554,1.2838866,0.02261097,0.64198554,0.03769547,-0.36039224,-0.7106333,-0.30062515,-0.98134065,-1.1613686
178.0,0.455255,0.3013581,-1.2104337,0.2867719,-0.42679888,0.37371102,0.71011466,1.1117373,0.13958666,-0.17722034,0.54841965,-0.5232974,0.0010390724,-0.6681529,-0.028615301,-0.09962957,-0.87257946,-0.41714418,0.38037315,0.30099523,-0.30820245,-0.11634554,-0.40019915,-0.66184443,-0.6361693,-0.4649305,-0.6253857,-0.7706197,0.4110887,-1.5009726,-0.34244886,-2.2733462,0.15688735,-0.5101224,-2.083783,-0.092750855,-1.5691551,-0.78513324,-1.245594
180.0,2.177809,1.2573652,1.3541194,0.61727655,0.7265317,0.59048545,1.0342908,0.34244636,1.83748,-0.91254634,0.44832382,-0.72296154,0.542483,1.8904333,-0.52563864,0.81464213,-0.09735893,1.6966273,1.956719,0.45581666,0.55562997,0.16487467,0.53047454,0.059911486,0.4295022,-0.21458432,0.18494293,0.27319422,0.81866074,1.4798613,-0.4992122,-1.0058612,-1.705343,1.0038185,-1.0393431,0.13890624,-0.6047309,-0.44058967,-1.018091
182.0,0.6971513,0.35066986,-0.87703705,1.0990077,1.2081522,0.113527834,1.038573,-1.0522858,0.041546334,-0.9051061,-0.6603187,-1.9679743,-1.6788234,-1.864435,-1.7724779,0.5719573,-1.6675134,1.5488105,1.4494692,-0.6244,-0.6515664,-0.63592565,-1.5358852,-1.7337898,-2.1194732,-1.3537679,-1.0527121,0.13893856,0.81372243,-0.9079021,-1.3402224,-0.40833342,-0.9594966,0.9380987,-2.0968845,-0.17331085,-1.2183359,-0.080396146,-2.2073882
184.0,-0.61838955,-0.92881495,-0.81293464,0.9155416,1.2237109,0.64378345,0.07214,-0.95258707,-0.45826432,-0.77507937,-0.06347723,-0.32309636,0.41840202,0.054666884,-0.39935136,-0.6264167,0.24610415,0.19433786,0.7481676,-0.7962908,-1.296959,-1.0513638,-0.5352062,-0.06934162,-0.3378604,-0.13289982,0.103747815,0.047776695,0.95384955,-0.51655346,-0.6607256,-0.9405096,-0.48760816,-0.55641335,-0.9566881,-0.6193476,-0.38277096,-1.2420801,-1.9200884
186.0,-0.40431577,-0.73345554,0.24498878,0.90476245,1.5823817,1.013202,1.1734705,-0.6420835,0.98940575,1.1855915,0.89785,0.5969759,0.14331242,-1.1985893,0.44420794,0.7239109,-0.08461252,0.39140067,1.4476348,0.4720847,0.13798238,0.05102748,0.6372817,-0.39093804,-0.60365266,0.18247654,-0.5989498,0.74295944,0.54332536,-0.4951825,-0.20467283,0.14158319,-0.16230308,0.73486054,-0.24602069,-0.62292343,-0.7168683,0.5279105,-0.61798036
188.0,0.076282434,-0.9224936,-0.20547825,0.48641995,1.0552684,-0.41048077,0.7946718,-1.0850655,-0.65679115,-0.73472303,-0.14344811,-0.25959593,-0.16843547,-0.97095555,0.62542725,0.27578217,0.52128536,-0.1476529,0.3284845,0.34298894,-0.32368833,-0.5162177,0.8605363,-0.5656476,-0.054492727,-1.9619092,-2.2626584,-0.056102283,-1.4632581,0.66362476,-0.43063968,-1.8048081,-1.0603586,0.30520055,-1.1764239,-1.0075495,-1.5254511,-0.58352685,-0.56548375
190.0,2.365363,0.99552923,0.36041665,0.9559874,2.3076413,0.88611096,1.5760568,-0.492905,0.55570406,0.57240504,-0.39181957,-0.33114225,-1.1996003,0.5718588,1.0443414,1.3669928,0.24976636,-0.85436696,0.22004814,1.5891017,0.38070574,0.98591393,2.0341969,-0.3267826,0.34906563,-1.0523242,-1.401752,2.1829112,-1.1878862,0.16853026,2.045921,-1.1092081,-0.20030917,2.615395,-1.0342311,-0.38622135,-0.44215947,1.7355596,0.937912
192.0,-0.5419745,-0.33569378,-0.056147717,1.5738373,0.28283936,0.52912647,1.0477402,-0.7475137,0.08665257,-0.3955062,-2.3992984,-0.12637486,-0.008458286,0.83352923,0.36736515,0.8535194,-0.9359049,-2.9391057,-2.1641228,-1.1417941,-1.4665366,-0.45383686,1.0931064,0.10400283,-0.17284769,-0.17360705,0.6690914,0.78102005,-1.1365033,-0.17210063,0.9859828,-0.91969305,-1.2565725,-0.44206426,-0.6818506,0.87839544,-0.21099989,-0.3811992,0.5700951
194.0,-1.876902,-1.2423375,-1.5036508,-0.23775853,-0.31557825,-1.4960902,0.95401895,0.7856987,-0.37094408,-0.36239514,-1.9709005,-0.9423417,-1.3996824,-0.4729325,-1.637794,-0.839493,-1.9631922,-0.448678,-1.712508,-0.40912157,-0.10561161,0.4026559,-0.24549893,-2.1422222,-1.3866892,-0.8280367,-1.3912896,0.33581957,-0.14370184,-0.8330989,1.9972873,0.02469642,-0.052302204,-1.271851,-1.3716269,-0.11455023,-0.9699355,0.4096236,0.6490043
196.0,0.081633806,-0.5379199,-0.9692413,0.48763046,-0.034623343,-0.8927677,0.8658504,-0.27505523,-0.48147893,0.1306545,-1.4013362,-0.93721575,-1.5401422,-0.58281446,-1.150626,-0.99869764,-1.1344465,-0.10743086,-1.066741,-1.0747355,-1.1042812,-0.8522896,-0.4970857,-0.9238694,-1.12064,-0.6928007,-1.5337124,-0.2849107,-1.0417391,-0.47199968,0.14185253,-0.7949989,0.32785153,-1.0283004,-0.9599926,-0.27228445,-0.88424146,0.61260563,0.1649073
198.0,0.26906005,-0.86637723,-1.0667324,0.0148587,-0.0863391,-1.3358244,-0.19329107,0.5321694,-1.0787767,-0.53085226,-1.1436064,-0.56871414,-1.1907886,-0.030271372,-0.4281792,-0.74975187,-1.0033164,0.18980809,-0.28757298,-0.5933381,-0.25078988,-0.09613754,-0.5326148,-0.52491546,0.04054892,1.3426498,0.6252291,0.30163577,-0.39386925,0.06673057,0.7482731,0.7029919,-0.5654624,0.14377515,0.959084,0.58079505,0.6046243,1.1517314,1.2471023
200.0,-0.2703087,-1.5128549,-0.23710579,0.101899706,0.38647467,-0.31344756,-0.6096389,0.116850026,-1.094587,0.047289584,-1.0106624,0.5123363,-0.58469206,-0.027705193,0.8528305,-0.5776716,-0.10544658,-1.595947,-1.3116452,-0.4196496,-0.30211276,-0.5022962,0.79712796,0.13437925,0.29932332,1.2176678,0.8248203,0.34004754,-0.28658524,0.07127833,-0.60140055,-0.2089949,-0.54841965,0.8489056,0.47528544,0.549292,0.3227927,1.8843536,1.0167755
202.0,-1.1164215,-1.6264858,0.84766394,-0.7286173,-1.1732447,-0.5453369,-0.7938364,-0.22747062,-0.5712444,-0.44199988,-0.14630796,0.09700863,1.0875074,0.54559255,-0.09644101,-2.0721555,0.8475104,-1.6033038,-0.96714336,-0.66934526,-0.24161799,-0.8333789,1.4434749,1.6195575,2.0310144,0.5531456,1.1206602,-0.5485166,-0.78504395,1.5275395,-1.7334951,0.98456526,-1.3453206,0.24376693,1.3491741,1.1653684,1.3185254,-0.1954272,0.05437077
204.0,1.4500091,1.6365639,0.81898814,-1.0445489,-0.805143,1.8163307,-0.9576229,0.20644817,1.2714676,1.9153504,1.2518978,1.4710214,-0.6755949,1.0094209,-0.92376333,-1.204278,1.6817515,-0.84435403,-1.3821112,-0.60584056,-0.61273825,-0.5930047,2.6559126,3.105967,2.112782,1.2524393,0.8682338,-0.7537428,0.75414324,1.5714717,-0.5850501,1.6983544,-1.0924755,0.07390652,1.8798969,0.7538225,3.081374,-0.46877632,0.6508359
206.0,-1.1678125,-0.23884799,-0.9742257,-0.91959006,-0.74161625,1.3720787,-0.87268513,0.7272607,0.7498004,1.0321118,1.6282345,1.0632409,-0.045312185,0.49223748,-1.0291618,-0.38008672,0.8958095,-0.32699868,-0.6555839,-0.012751257,-0.66092664,-0.2336604,1.5338598,1.6099272,2.1610897,-0.7943686,-0.30935988,-0.71482265,-0.7084763,1.2669355,-0.28083587,0.95189863,-0.5172825,0.11757101,-0.09764165,-2.3809352,0.67691106,-1.2553924,-0.090714216
208.0,-1.6701657,-0.6900689,-1.1886609,-0.8581382,-0.13316919,-0.15102592,-0.4049938,0.55312866,0.09739002,0.71330905,0.6660058,-0.2103462,0.71085244,0.21344814,-0.4199115,0.48337975,-0.5838269,0.4986205,0.4207204,1.618584,0.36060563,0.84989876,-0.80679667,-1.52452,0.16717331,-0.7768752,-1.2216647,-0.0014721691,-0.15305549,-0.37556213,1.3430865,-0.13555753,-0.82757294,0.30195078,-0.10696196,-1.2088661,-0.6743432,0.9907197,-0.062111087
210.0,-0.09350624,-0.82947004,-0.24661854,-1.3826895,-1.6854593,-1.214318,-0.33902562,0.094831936,-0.71468496,-1.1853973,-0.4541402,-1.3510658,0.42265183,0.35167295,0.27883157,-0.24538472,-1.5188556,0.47653216,0.30461875,1.5848199,1.419552,1.5048947,-1.7571405,-0.90273446,-1.2289124,0.49527487,0.6585041,0.38836166,1.1921402,1.1705997,1.7579906,1.2692865,0.12301772,0.33019987,0.50143015,0.53122306,0.4683729,1.3984466,0.28384
